crop,disease,visual_description,treatment,formality
3,0,wheat plant display symptom indicative brown rust infection conspicuous reddish brown pustule proliferating leaf surface compromising plant vigor yield potential,adopting integrated disease management approach incorporating fungicidal treatment cultural practice essential disease suppression crop protection,0
3,0,brown rust emerged significant threat wheat cultivation manifesting reddish brown lesion leaf surface indicative fungal infestation,employing proactive disease management strategy encompassing targeted fungicidal application agronomic adjustment imperative mitigate disease impact safeguard crop productivity,0
3,0,presence brown rust discernible wheat foliage characteristic reddish brown lesion compromising photosynthetic efficiency yield potential,implementing stringent disease control measure including timely fungicidal application agronomic adjustment essential minimize disease impact preserve crop productivity,0
3,0,brown rust infiltrated wheat field posing formidable threat crop health productivity evidenced emergence reddish brown lesion leaf surface,adopting integrated disease management approach incorporating targeted fungicidal treatment agronomic adjustment crucial disease suppression yield optimization,0
3,0,wheat plant exhibit symptom consistent brown rust infection characterized development reddish brown pustule leaf surface indicative fungal colonization,implementing proactive disease management strategy including judicious application fungicide cultural practice essential mitigating disease impact preserving crop productivity,0
3,0,brown rust emerged significant threat wheat cultivation manifesting reddish brown lesion leaf surface compromising photosynthetic efficiency yield potential,deploying multifaceted disease management approach incorporating targeted fungicidal application agronomic adjustment essential disease suppression yield optimization,0
3,0,wheat crop display symptom indicative brown rust infection characteristic reddish brown lesion compromising plant health yield potential,implementing comprehensive disease management strategy integrating fungicidal application cultural practice imperative disease suppression crop protection,0
3,0,brown rust emerged formidable challenge wheat cultivation characterized appearance reddish brown lesion leaf surface indicative fungal infestation,adopting integrated disease management approach encompassing targeted fungicidal treatment agronomic adjustment essential mitigate disease impact safeguard crop productivity,0
3,0,presence brown rust discernible wheat foliage characteristic reddish brown lesion compromising photosynthetic efficiency yield potential,implementing stringent disease control measure including timely fungicidal application agronomic adjustment essential minimize disease impact preserve crop productivity,0
3,0,brown rust infiltrated wheat field posing formidable threat crop health productivity evidenced emergence reddish brown lesion leaf surface,adopting integrated disease management approach incorporating targeted fungicidal treatment agronomic adjustment crucial disease suppression yield optimization,0
3,0,wheat plant exhibit symptom consistent brown rust infection characterized development reddish brown pustule leaf surface indicative fungal colonization,implementing proactive disease management strategy including judicious application fungicide cultural practice essential mitigating disease impact preserving crop productivity,0
3,0,brown rust emerged significant threat wheat cultivation manifesting reddish brown lesion leaf surface compromising photosynthetic efficiency yield potential,deploying multifaceted disease management approach incorporating targeted fungicidal application agronomic adjustment essential disease suppression yield optimization,0
3,0,wheat crop display symptom indicative brown rust infection characteristic reddish brown lesion compromising plant health yield potential,implementing comprehensive disease management strategy integrating fungicidal application cultural practice imperative disease suppression crop protection,0
3,0,brown rust emerged formidable challenge wheat cultivation characterized appearance reddish brown lesion leaf surface indicative fungal infestation,adopting integrated disease management approach encompassing targeted fungicidal treatment agronomic adjustment essential mitigate disease impact safeguard crop productivity,0
3,0,presence brown rust discernible wheat foliage characteristic reddish brown lesion compromising photosynthetic efficiency yield potential,implementing stringent disease control measure including timely fungicidal application agronomic adjustment essential minimize disease impact preserve crop productivity,0
3,0,brown rust infiltrated wheat field posing formidable threat crop health productivity evidenced emergence reddish brown lesion leaf surface,adopting integrated disease management approach incorporating targeted fungicidal treatment agronomic adjustment crucial disease suppression yield optimization,0
3,0,wheat plant exhibit symptom consistent brown rust infection characterized development reddish brown pustule leaf surface indicative fungal colonization,implementing proactive disease management strategy including judicious application fungicide cultural practice essential mitigating disease impact preserving crop productivity,0
3,0,brown rust emerged significant threat wheat cultivation manifesting reddish brown lesion leaf surface compromising photosynthetic efficiency yield potential,deploying multifaceted disease management approach incorporating targeted fungicidal application agronomic adjustment essential disease suppression yield optimization,0
3,0,wheat crop display symptom indicative brown rust infection characteristic reddish brown lesion compromising plant health yield potential,implementing comprehensive disease management strategy integrating fungicidal application cultural practice imperative disease suppression crop protection,0
